user_id,first_name,last_name,age,city,reg_date,plan,churn_date,messages_included,gb_per_month,minutes_included,usd_monthly_pay,usd_per_gb,usd_per_message,usd_per_minute
10727,Sofia,Gomez,62,Bogotá,2022-07-19 01:35:03.825956490,Basico,"1,7229E+18",100,5,100,12,1.2,0.08,0.1
10728,Carlos,Garcia,70,Cali,2022-07-19 08:09:21.740435110,Basico,,100,5,100,12,1.2,0.08,0.1
10729,Luis,Garcia,25,Cali,2022-07-19 14:43:39.654913730,Basico,,100,5,100,12,1.2,0.08,0.1
10730,Mariana,Gomez,21,?,2022-07-19 21:17:57.569392350,Basico,,100,5,100,12,1.2,0.08,0.1
10731,Carlos,Ramirez,44,Bogotá,2022-07-20 03:52:15.483870968,Basico,,100,5,100,12,1.2,0.08,0.1
10732,Carlos,Garcia,53,Medellín,2022-07-20 10:26:33.398349588,Basico,,100,5,100,12,1.2,0.08,0.1
10733,Mateo,Ramirez,22,CDMX,2022-07-20 17:00:51.312828208,Basico,,100,5,100,12,1.2,0.08,0.1
10734,Luis,Gomez,50,Bogotá,2022-07-20 23:35:09.227306828,Premium,,500,20,600,25,1.0,0.05,0.07
10735,Carlos,Garcia,66,CDMX,2022-07-21 06:09:27.141785448,Premium,,500,20,600,25,1.0,0.05,0.07
10736,Carlos,Lopez,51,MTY,2022-07-21 12:43:45.056264068,Basico,,100,5,100,12,1.2,0.08,0.1
10737,Luis,Gomez,47,MTY,2022-07-21 19:18:02.970742686,Basico,,100,5,100,12,1.2,0.08,0.1
10738,Luis,Torres,25,Bogotá,2022-07-22 01:52:20.885221306,Basico,,100,5,100,12,1.2,0.08,0.1
10739,Carlos,Ramirez,56,Bogotá,2022-07-22 08:26:38.799699926,Premium,,500,20,600,25,1.0,0.05,0.07
10740,Luis,Gomez,-999,,2022-07-22 15:00:56.714178546,Premium,,500,20,600,25,1.0,0.05,0.07
10741,Carlos,Gomez,64,MTY,2022-07-22 21:35:14.628657166,Premium,,500,20,600,25,1.0,0.05,0.07
10742,Carlos,Garcia,43,,2022-07-23 04:09:32.543135784,Basico,,100,5,100,12,1.2,0.08,0.1
10743,Mateo,Garcia,74,Cali,2022-07-23 10:43:50.457614404,Premium,,500,20,600,25,1.0,0.05,0.07
10744,Ana,Garcia,54,Bogotá,2022-07-23 17:18:08.372093024,Basico,,100,5,100,12,1.2,0.08,0.1
10745,Carlos,Torres,51,Medellín,2022-07-23 23:52:26.286571644,Premium,,500,20,600,25,1.0,0.05,0.07
10746,Sofia,Garcia,24,CDMX,2022-07-24 06:26:44.201050264,Premium,,500,20,600,25,1.0,0.05,0.07
10747,Mariana,Gomez,-999,Cali,2022-07-24 13:01:02.115528884,Basico,,100,5,100,12,1.2,0.08,0.1
10748,Ana,Garcia,57,Bogotá,2022-07-24 19:35:20.030007502,Basico,,100,5,100,12,1.2,0.08,0.1
10749,Ana,Lopez,45,,2022-07-25 02:09:37.944486122,Premium,,500,20,600,25,1.0,0.05,0.07
10750,Ana,Garcia,56,Medellín,2022-07-25 08:43:55.858964742,Basico,,100,5,100,12,1.2,0.08,0.1
10751,Mateo,Torres,79,Cali,2022-07-25 15:18:13.773443362,Basico,,100,5,100,12,1.2,0.08,0.1
10752,Carlos,Lopez,56,Cali,2022-07-25 21:52:31.687921982,Basico,,100,5,100,12,1.2,0.08,0.1
10753,Mateo,Gomez,45,MTY,2022-07-26 04:26:49.602400602,Basico,,100,5,100,12,1.2,0.08,0.1
10754,Carlos,Gomez,-999,GDL,2022-07-26 11:01:07.516879220,Basico,,100,5,100,12,1.2,0.08,0.1
10755,Mateo,Ramirez,31,Bogotá,2022-07-26 17:35:25.431357840,Basico,,100,5,100,12,1.2,0.08,0.1
10756,Mateo,Lopez,70,Bogotá,2022-07-27 00:09:43.345836460,Basico,,100,5,100,12,1.2,0.08,0.1
10757,Mariana,Ramirez,67,GDL,2022-07-27 06:44:01.260315080,Basico,,100,5,100,12,1.2,0.08,0.1
10758,Sofia,Lopez,55,,2022-07-27 13:18:19.174793700,Basico,,100,5,100,12,1.2,0.08,0.1
10759,Mateo,Lopez,21,Bogotá,2022-07-27 19:52:37.089272320,Basico,"1,73292E+18",100,5,100,12,1.2,0.08,0.1
10760,Mariana,Torres,59,,2022-07-28 02:26:55.003750938,Basico,,100,5,100,12,1.2,0.08,0.1
10761,Luis,Ramirez,35,Cali,2022-07-28 09:01:12.918229558,Basico,,100,5,100,12,1.2,0.08,0.1
10762,Sofia,Torres,61,Bogotá,2022-07-28 15:35:30.832708180,Basico,,100,5,100,12,1.2,0.08,0.1
10763,Mateo,Lopez,65,,2022-07-28 22:09:48.747186796,Premium,,500,20,600,25,1.0,0.05,0.07
10764,Ana,Gomez,42,Bogotá,2022-07-29 04:44:06.661665416,Basico,,100,5,100,12,1.2,0.08,0.1
10765,Luis,Lopez,24,,2022-07-29 11:18:24.576144036,Premium,,500,20,600,25,1.0,0.05,0.07
10766,Luis,Torres,55,MTY,2022-07-29 17:52:42.490622656,Basico,,100,5,100,12,1.2,0.08,0.1
10767,Mariana,Ramirez,45,MTY,2022-07-30 00:27:00.405101276,Premium,,500,20,600,25,1.0,0.05,0.07
10768,Luis,Ramirez,22,Bogotá,2022-07-30 07:01:18.319579896,Basico,,100,5,100,12,1.2,0.08,0.1
10769,Sofia,Torres,20,Bogotá,2022-07-30 13:35:36.234058516,Basico,,100,5,100,12,1.2,0.08,0.1
10770,Mateo,Ramirez,61,Bogotá,2022-07-30 20:09:54.148537136,Basico,,100,5,100,12,1.2,0.08,0.1
10771,Mateo,Garcia,48,Bogotá,2022-07-31 02:44:12.063015756,Basico,,100,5,100,12,1.2,0.08,0.1
10772,Ana,Gomez,64,MTY,2022-07-31 09:18:29.977494376,Premium,,500,20,600,25,1.0,0.05,0.07
10773,Mariana,Gomez,59,,2022-07-31 15:52:47.891972996,Basico,,100,5,100,12,1.2,0.08,0.1
10774,Ana,Gomez,75,Bogotá,2022-07-31 22:27:05.806451612,Basico,,100,5,100,12,1.2,0.08,0.1
10775,Luis,Ramirez,37,Bogotá,2022-08-01 05:01:23.720930232,Premium,,500,20,600,25,1.0,0.05,0.07
10776,Ana,Ramirez,36,Medellín,2022-08-01 11:35:41.635408852,Basico,,100,5,100,12,1.2,0.08,0.1
10777,Sofia,Lopez,65,Cali,2022-08-01 18:09:59.549887472,Basico,,100,5,100,12,1.2,0.08,0.1
10778,Mateo,Lopez,77,,2022-08-02 00:44:17.464366092,Basico,,100,5,100,12,1.2,0.08,0.1
10779,Luis,Gomez,28,Bogotá,2022-08-02 07:18:35.378844712,Basico,,100,5,100,12,1.2,0.08,0.1
10780,Ana,Garcia,57,CDMX,2022-08-02 13:52:53.293323332,Premium,,500,20,600,25,1.0,0.05,0.07
10781,Mariana,Lopez,20,Bogotá,2022-08-02 20:27:11.207801952,Premium,,500,20,600,25,1.0,0.05,0.07
10782,Sofia,Lopez,40,Bogotá,2022-08-03 03:01:29.122280572,Premium,,500,20,600,25,1.0,0.05,0.07
10783,Sofia,Ramirez,24,,2022-08-03 09:35:47.036759192,Premium,,500,20,600,25,1.0,0.05,0.07
10784,Ana,Garcia,40,MTY,2022-08-03 16:10:04.951237812,Basico,,100,5,100,12,1.2,0.08,0.1
10785,Mateo,Gomez,78,,2022-08-03 22:44:22.865716432,Basico,,100,5,100,12,1.2,0.08,0.1
10786,Ana,Lopez,24,Bogotá,2022-08-04 05:18:40.780195048,Basico,"1,7172E+18",100,5,100,12,1.2,0.08,0.1
10787,Luis,Garcia,63,,2022-08-04 11:52:58.694673668,Premium,,500,20,600,25,1.0,0.05,0.07
10788,Ana,Garcia,51,CDMX,2022-08-04 18:27:16.609152288,Premium,,500,20,600,25,1.0,0.05,0.07
10789,Sofia,Gomez,59,,2022-08-05 01:01:34.523630908,Basico,,100,5,100,12,1.2,0.08,0.1
10790,Ana,Garcia,36,,2022-08-05 07:35:52.438109528,Basico,,100,5,100,12,1.2,0.08,0.1
10791,Mateo,Garcia,75,,2022-08-05 14:10:10.352588148,Premium,,500,20,600,25,1.0,0.05,0.07
10792,Mariana,Garcia,26,CDMX,2022-08-05 20:44:28.267066768,Basico,,100,5,100,12,1.2,0.08,0.1
10793,Carlos,Lopez,65,CDMX,2022-08-06 03:18:46.181545388,Premium,,500,20,600,25,1.0,0.05,0.07
10794,Ana,Gomez,68,Medellín,2022-08-06 09:53:04.096024008,Basico,,100,5,100,12,1.2,0.08,0.1
10795,Mateo,Garcia,35,CDMX,2022-08-06 16:27:22.010502628,Basico,,100,5,100,12,1.2,0.08,0.1
10796,Mateo,Garcia,58,CDMX,2022-08-06 23:01:39.924981248,Basico,,100,5,100,12,1.2,0.08,0.1
10797,Mariana,Lopez,65,GDL,2022-08-07 05:35:57.839459868,Basico,,100,5,100,12,1.2,0.08,0.1
10798,Sofia,Gomez,62,Bogotá,2022-08-07 12:10:15.753938484,Basico,,100,5,100,12,1.2,0.08,0.1
10799,Mateo,Ramirez,59,Bogotá,2022-08-07 18:44:33.668417104,Basico,,100,5,100,12,1.2,0.08,0.1
10800,Mateo,Lopez,42,CDMX,2022-08-08 01:18:51.582895724,Premium,,500,20,600,25,1.0,0.05,0.07
10801,Mateo,Gomez,69,CDMX,2022-08-08 07:53:09.497374344,Premium,,500,20,600,25,1.0,0.05,0.07
10802,Mateo,Garcia,31,Bogotá,2022-08-08 14:27:27.411852964,Premium,,500,20,600,25,1.0,0.05,0.07
10803,Luis,Gomez,61,Bogotá,2022-08-08 21:01:45.326331584,Basico,,100,5,100,12,1.2,0.08,0.1
10804,Luis,Gomez,42,CDMX,2022-08-09 03:36:03.240810204,Premium,,500,20,600,25,1.0,0.05,0.07
10805,Sofia,Gomez,36,MTY,2022-08-09 10:10:21.155288824,Basico,,100,5,100,12,1.2,0.08,0.1
10806,Ana,Ramirez,56,,2022-08-09 16:44:39.069767444,Basico,,100,5,100,12,1.2,0.08,0.1
10807,Mateo,Gomez,72,,2022-08-09 23:18:56.984246064,Basico,,100,5,100,12,1.2,0.08,0.1
10808,Mariana,Ramirez,32,,2022-08-10 05:53:14.898724684,Basico,,100,5,100,12,1.2,0.08,0.1
10809,Ana,Garcia,33,,2022-08-10 12:27:32.813203300,Premium,,500,20,600,25,1.0,0.05,0.07
10810,Mariana,Ramirez,44,MTY,2022-08-10 19:01:50.727681920,Basico,"1,72282E+18",100,5,100,12,1.2,0.08,0.1
10811,Ana,Garcia,57,Medellín,2022-08-11 01:36:08.642160540,Basico,,100,5,100,12,1.2,0.08,0.1
10812,Sofia,Garcia,27,Bogotá,2022-08-11 08:10:26.556639160,Premium,,500,20,600,25,1.0,0.05,0.07
10813,Mateo,Ramirez,-999,Medellín,2022-08-11 14:44:44.471117780,Basico,,100,5,100,12,1.2,0.08,0.1
10814,Mateo,Lopez,21,MTY,2022-08-11 21:19:02.385596400,Premium,,500,20,600,25,1.0,0.05,0.07
10815,Carlos,Torres,68,Medellín,2022-08-12 03:53:20.300075020,Basico,,100,5,100,12,1.2,0.08,0.1
10816,Mariana,Gomez,36,Bogotá,2022-08-12 10:27:38.214553640,Premium,,500,20,600,25,1.0,0.05,0.07
10817,Ana,Torres,-999,CDMX,2022-08-12 17:01:56.129032260,Basico,,100,5,100,12,1.2,0.08,0.1
10818,Ana,Gomez,45,Cali,2022-08-12 23:36:14.043510880,Premium,,500,20,600,25,1.0,0.05,0.07
10819,Luis,Gomez,38,CDMX,2022-08-13 06:10:31.957989500,Basico,,100,5,100,12,1.2,0.08,0.1
10820,Carlos,Garcia,76,GDL,2022-08-13 12:44:49.872468120,Premium,,500,20,600,25,1.0,0.05,0.07
10821,Luis,Gomez,64,CDMX,2022-08-13 19:19:07.786946736,Basico,,100,5,100,12,1.2,0.08,0.1
10822,Luis,Gomez,31,MTY,2022-08-14 01:53:25.701425356,Basico,,100,5,100,12,1.2,0.08,0.1
10823,Luis,Ramirez,50,CDMX,2022-08-14 08:27:43.615903976,Basico,"1,71763E+18",100,5,100,12,1.2,0.08,0.1
10824,Mariana,Torres,65,,2022-08-14 15:02:01.530382596,Basico,,100,5,100,12,1.2,0.08,0.1
10825,Mariana,Ramirez,27,Bogotá,2022-08-14 21:36:19.444861216,Basico,,100,5,100,12,1.2,0.08,0.1
10826,Sofia,Gomez,36,Bogotá,2022-08-15 04:10:37.359339836,Premium,,500,20,600,25,1.0,0.05,0.07
10827,Sofia,Garcia,47,MTY,2022-08-15 10:44:55.273818456,Basico,,100,5,100,12,1.2,0.08,0.1
10828,Luis,Ramirez,39,Medellín,2022-08-15 17:19:13.188297076,Premium,,500,20,600,25,1.0,0.05,0.07
10829,Carlos,Ramirez,20,Cali,2022-08-15 23:53:31.102775696,Basico,,100,5,100,12,1.2,0.08,0.1
10830,Ana,Lopez,54,Medellín,2022-08-16 06:27:49.017254316,Basico,,100,5,100,12,1.2,0.08,0.1
10831,Mariana,Gomez,58,Medellín,2022-08-16 13:02:06.931732936,Premium,,500,20,600,25,1.0,0.05,0.07
10832,Carlos,Garcia,35,,2022-08-16 19:36:24.846211552,Premium,,500,20,600,25,1.0,0.05,0.07
10833,Mateo,Ramirez,28,?,2022-08-17 02:10:42.760690172,Basico,,100,5,100,12,1.2,0.08,0.1
10834,Mariana,Ramirez,65,Medellín,2022-08-17 08:45:00.675168792,Basico,,100,5,100,12,1.2,0.08,0.1
10835,Mariana,Garcia,19,GDL,2022-08-17 15:19:18.589647412,Basico,,100,5,100,12,1.2,0.08,0.1
10836,Sofia,Gomez,29,Medellín,2022-08-17 21:53:36.504126032,Basico,,100,5,100,12,1.2,0.08,0.1
10837,Ana,Lopez,71,Bogotá,2022-08-18 04:27:54.418604652,Basico,,100,5,100,12,1.2,0.08,0.1
10838,Ana,Ramirez,23,Medellín,2022-08-18 11:02:12.333083272,Basico,,100,5,100,12,1.2,0.08,0.1
10839,Mateo,Lopez,60,Cali,2022-08-18 17:36:30.247561892,Basico,,100,5,100,12,1.2,0.08,0.1
10840,Mateo,Torres,76,Medellín,2022-08-19 00:10:48.162040512,Basico,,100,5,100,12,1.2,0.08,0.1
10841,Mariana,Gomez,57,Cali,2022-08-19 06:45:06.076519132,Premium,,500,20,600,25,1.0,0.05,0.07
10842,Luis,Torres,61,CDMX,2022-08-19 13:19:23.990997752,Premium,,500,20,600,25,1.0,0.05,0.07
10843,Sofia,Torres,46,CDMX,2022-08-19 19:53:41.905476372,Basico,,100,5,100,12,1.2,0.08,0.1
10844,Sofia,Torres,76,GDL,2022-08-20 02:27:59.819954988,Basico,,100,5,100,12,1.2,0.08,0.1
10845,Mariana,Gomez,47,,2022-08-20 09:02:17.734433608,Basico,,100,5,100,12,1.2,0.08,0.1
10846,Carlos,Gomez,19,Cali,2022-08-20 15:36:35.648912228,Premium,,500,20,600,25,1.0,0.05,0.07
10847,Luis,Garcia,26,Medellín,2022-08-20 22:10:53.563390848,Basico,,100,5,100,12,1.2,0.08,0.1
10848,Mariana,Lopez,64,Medellín,2022-08-21 04:45:11.477869468,Basico,,100,5,100,12,1.2,0.08,0.1
10849,Luis,Lopez,19,Medellín,2022-08-21 11:19:29.392348088,Basico,,100,5,100,12,1.2,0.08,0.1
10850,Luis,Garcia,46,,2022-08-21 17:53:47.306826708,Basico,,100,5,100,12,1.2,0.08,0.1
10851,Luis,Garcia,50,Cali,2022-08-22 00:28:05.221305328,Basico,,100,5,100,12,1.2,0.08,0.1
10852,Mariana,Torres,27,Medellín,2022-08-22 07:02:23.135783948,Premium,,500,20,600,25,1.0,0.05,0.07
10853,Sofia,Garcia,51,Medellín,2022-08-22 13:36:41.050262568,Basico,,100,5,100,12,1.2,0.08,0.1
10854,Sofia,Ramirez,61,GDL,2022-08-22 20:10:58.964741188,Basico,,100,5,100,12,1.2,0.08,0.1
10855,Luis,Lopez,72,Medellín,2022-08-23 02:45:16.879219808,Basico,,100,5,100,12,1.2,0.08,0.1
10856,Carlos,Garcia,25,Bogotá,2022-08-23 09:19:34.793698424,Basico,,100,5,100,12,1.2,0.08,0.1
10857,Ana,Ramirez,54,CDMX,2022-08-23 15:53:52.708177044,Basico,,100,5,100,12,1.2,0.08,0.1
10858,Mariana,Ramirez,71,Cali,2022-08-23 22:28:10.622655664,Basico,,100,5,100,12,1.2,0.08,0.1
10859,Ana,Ramirez,77,Bogotá,2022-08-24 05:02:28.537134284,Premium,,500,20,600,25,1.0,0.05,0.07
10860,Carlos,Ramirez,50,,2022-08-24 11:36:46.451612904,Premium,,500,20,600,25,1.0,0.05,0.07
10861,Mariana,Torres,64,GDL,2022-08-24 18:11:04.366091524,Premium,,500,20,600,25,1.0,0.05,0.07
10862,Luis,Ramirez,23,Bogotá,2022-08-25 00:45:22.280570144,Basico,,100,5,100,12,1.2,0.08,0.1
10863,Sofia,Torres,61,Bogotá,2022-08-25 07:19:40.195048764,Premium,,500,20,600,25,1.0,0.05,0.07
10864,Ana,Torres,-999,CDMX,2022-08-25 13:53:58.109527384,Premium,,500,20,600,25,1.0,0.05,0.07
10865,Mateo,Ramirez,57,Bogotá,2022-08-25 20:28:16.024006004,Basico,,100,5,100,12,1.2,0.08,0.1
10866,Mateo,Lopez,62,GDL,2022-08-26 03:02:33.938484624,Basico,,100,5,100,12,1.2,0.08,0.1
10867,Carlos,Ramirez,36,CDMX,2022-08-26 09:36:51.852963240,Basico,,100,5,100,12,1.2,0.08,0.1
10868,Luis,Ramirez,49,GDL,2022-08-26 16:11:09.767441860,Basico,,100,5,100,12,1.2,0.08,0.1
10869,Ana,Ramirez,44,GDL,2022-08-26 22:45:27.681920480,Premium,"1,7185E+18",500,20,600,25,1.0,0.05,0.07
10870,Luis,Lopez,18,Medellín,2022-08-27 05:19:45.596399100,Basico,"1,72161E+18",100,5,100,12,1.2,0.08,0.1
10871,Ana,Gomez,60,CDMX,2022-08-27 11:54:03.510877720,Basico,,100,5,100,12,1.2,0.08,0.1
10872,Carlos,Gomez,69,Medellín,2022-08-27 18:28:21.425356340,Basico,,100,5,100,12,1.2,0.08,0.1
10873,Carlos,Torres,50,Cali,2022-08-28 01:02:39.339834960,Basico,"1,72921E+18",100,5,100,12,1.2,0.08,0.1
10874,Mateo,Torres,79,Bogotá,2022-08-28 07:36:57.254313580,Basico,,100,5,100,12,1.2,0.08,0.1
10875,Luis,Lopez,57,,2022-08-28 14:11:15.168792200,Basico,,100,5,100,12,1.2,0.08,0.1
10876,Mariana,Garcia,49,Medellín,2022-08-28 20:45:33.083270820,Basico,,100,5,100,12,1.2,0.08,0.1
10877,Mateo,Gomez,22,Medellín,2022-08-29 03:19:50.997749440,Premium,,500,20,600,25,1.0,0.05,0.07
10878,Luis,Torres,34,GDL,2022-08-29 09:54:08.912228060,Premium,,500,20,600,25,1.0,0.05,0.07
10879,Mateo,Gomez,79,Cali,2022-08-29 16:28:26.826706676,Premium,,500,20,600,25,1.0,0.05,0.07
10880,Mariana,Lopez,25,Cali,2022-08-29 23:02:44.741185296,Premium,,500,20,600,25,1.0,0.05,0.07
10881,Sofia,Lopez,74,MTY,2022-08-30 05:37:02.655663916,Premium,,500,20,600,25,1.0,0.05,0.07
10882,Sofia,Garcia,59,GDL,2022-08-30 12:11:20.570142536,Premium,,500,20,600,25,1.0,0.05,0.07
10883,Sofia,Garcia,51,MTY,2022-08-30 18:45:38.484621156,Premium,,500,20,600,25,1.0,0.05,0.07
10884,Sofia,Lopez,26,Medellín,2022-08-31 01:19:56.399099776,Premium,,500,20,600,25,1.0,0.05,0.07
10885,Ana,Torres,73,Bogotá,2026-05-10 00:00:00.000000000,Basico,,100,5,100,12,1.2,0.08,0.1
10886,Sofia,Gomez,40,Medellín,2022-08-31 14:28:32.228057016,Basico,,100,5,100,12,1.2,0.08,0.1
10887,Mariana,Ramirez,52,CDMX,2022-08-31 21:02:50.142535636,Premium,,500,20,600,25,1.0,0.05,0.07
10888,Carlos,Garcia,67,Cali,2022-09-01 03:37:08.057014256,Basico,,100,5,100,12,1.2,0.08,0.1
10889,Carlos,Ramirez,24,GDL,2022-09-01 10:11:25.971492876,Basico,,100,5,100,12,1.2,0.08,0.1
10890,Ana,Torres,32,GDL,2022-09-01 16:45:43.885971496,Basico,,100,5,100,12,1.2,0.08,0.1
10891,Sofia,Garcia,70,Bogotá,2022-09-01 23:20:01.800450112,Basico,,100,5,100,12,1.2,0.08,0.1
10892,Sofia,Ramirez,71,CDMX,2022-09-02 05:54:19.714928732,Premium,,500,20,600,25,1.0,0.05,0.07
10893,Sofia,Torres,37,CDMX,2022-09-02 12:28:37.629407352,Basico,,100,5,100,12,1.2,0.08,0.1
10894,Mateo,Gomez,67,GDL,2022-09-02 19:02:55.543885972,Basico,,100,5,100,12,1.2,0.08,0.1
10895,Luis,Torres,42,Bogotá,2022-09-03 01:37:13.458364592,Basico,,100,5,100,12,1.2,0.08,0.1
10896,Mateo,Garcia,20,,2022-09-03 08:11:31.372843212,Premium,,500,20,600,25,1.0,0.05,0.07
10897,Luis,Lopez,77,Cali,2022-09-03 14:45:49.287321832,Basico,,100,5,100,12,1.2,0.08,0.1
10898,Sofia,Gomez,79,Bogotá,2022-09-03 21:20:07.201800452,Basico,,100,5,100,12,1.2,0.08,0.1
10899,Sofia,Ramirez,72,CDMX,2022-09-04 03:54:25.116279072,Premium,"1,72057E+18",500,20,600,25,1.0,0.05,0.07
10900,Mateo,Garcia,63,Bogotá,2022-09-04 10:28:43.030757692,Basico,,100,5,100,12,1.2,0.08,0.1
10901,Mateo,Lopez,41,Medellín,2022-09-04 17:03:00.945236312,Basico,,100,5,100,12,1.2,0.08,0.1
10902,Luis,Torres,51,MTY,2022-09-04 23:37:18.859714928,Basico,,100,5,100,12,1.2,0.08,0.1
10903,Carlos,Lopez,63,CDMX,2022-09-05 06:11:36.774193548,Premium,"1,72938E+18",500,20,600,25,1.0,0.05,0.07
10904,Luis,Garcia,39,GDL,2022-09-05 12:45:54.688672168,Basico,,100,5,100,12,1.2,0.08,0.1
10905,Mateo,Garcia,28,Cali,2022-09-05 19:20:12.603150788,Basico,,100,5,100,12,1.2,0.08,0.1
10906,Mariana,Lopez,65,MTY,2022-09-06 01:54:30.517629408,Basico,,100,5,100,12,1.2,0.08,0.1
10907,Mateo,Torres,25,Cali,2022-09-06 08:28:48.432108028,Basico,,100,5,100,12,1.2,0.08,0.1
10908,Mariana,Lopez,56,MTY,2022-09-06 15:03:06.346586648,Basico,,100,5,100,12,1.2,0.08,0.1
10909,Ana,Garcia,60,CDMX,2022-09-06 21:37:24.261065268,Basico,,100,5,100,12,1.2,0.08,0.1
10910,Mateo,Garcia,52,Bogotá,2022-09-07 04:11:42.175543888,Basico,,100,5,100,12,1.2,0.08,0.1
10911,Ana,Ramirez,66,Bogotá,2022-09-07 10:46:00.090022508,Basico,,100,5,100,12,1.2,0.08,0.1
10912,Carlos,Ramirez,63,CDMX,2022-09-07 17:20:18.004501128,Premium,,500,20,600,25,1.0,0.05,0.07
10913,Luis,Gomez,55,CDMX,2022-09-07 23:54:35.918979748,Premium,,500,20,600,25,1.0,0.05,0.07
10914,Mariana,Garcia,25,GDL,2026-05-10 00:00:00.000000000,Basico,,100,5,100,12,1.2,0.08,0.1
10915,Luis,Ramirez,71,CDMX,2022-09-08 13:03:11.747936984,Premium,,500,20,600,25,1.0,0.05,0.07
10916,Ana,Lopez,54,MTY,2022-09-08 19:37:29.662415604,Basico,,100,5,100,12,1.2,0.08,0.1
10917,Mariana,Torres,44,,2022-09-09 02:11:47.576894224,Premium,,500,20,600,25,1.0,0.05,0.07
10918,Luis,Lopez,45,Bogotá,2022-09-09 08:46:05.491372844,Basico,"1,72532E+18",100,5,100,12,1.2,0.08,0.1
10919,Mateo,Torres,57,Medellín,2022-09-09 15:20:23.405851464,Basico,,100,5,100,12,1.2,0.08,0.1
10920,Sofia,Ramirez,51,MTY,2022-09-09 21:54:41.320330084,Basico,"1,72169E+18",100,5,100,12,1.2,0.08,0.1
10921,Ana,Gomez,49,MTY,2022-09-10 04:28:59.234808704,Basico,,100,5,100,12,1.2,0.08,0.1
10922,Luis,Lopez,32,CDMX,2022-09-10 11:03:17.149287324,Premium,,500,20,600,25,1.0,0.05,0.07
10923,Ana,Lopez,61,Bogotá,2022-09-10 17:37:35.063765944,Basico,,100,5,100,12,1.2,0.08,0.1
10924,Ana,Lopez,-999,Bogotá,2022-09-11 00:11:52.978244564,Basico,"1,72593E+18",100,5,100,12,1.2,0.08,0.1
10925,Mariana,Torres,34,CDMX,2022-09-11 06:46:10.892723184,Basico,,100,5,100,12,1.2,0.08,0.1
10926,Mariana,Ramirez,50,Cali,2022-09-11 13:20:28.807201800,Basico,,100,5,100,12,1.2,0.08,0.1
10927,Sofia,Lopez,64,Bogotá,2022-09-11 19:54:46.721680420,Basico,,100,5,100,12,1.2,0.08,0.1
10928,Mateo,Lopez,63,MTY,2022-09-12 02:29:04.636159040,Basico,"1,72212E+18",100,5,100,12,1.2,0.08,0.1
10929,Ana,Gomez,69,CDMX,2022-09-12 09:03:22.550637660,Premium,,500,20,600,25,1.0,0.05,0.07
10930,Luis,Gomez,71,Bogotá,2022-09-12 15:37:40.465116280,Premium,,500,20,600,25,1.0,0.05,0.07
10931,Carlos,Ramirez,33,Cali,2022-09-12 22:11:58.379594900,Basico,,100,5,100,12,1.2,0.08,0.1
10932,Ana,Ramirez,46,GDL,2022-09-13 04:46:16.294073520,Basico,,100,5,100,12,1.2,0.08,0.1
10933,Ana,Garcia,26,GDL,2022-09-13 11:20:34.208552140,Premium,,500,20,600,25,1.0,0.05,0.07
10934,Sofia,Gomez,50,Bogotá,2022-09-13 17:54:52.123030760,Basico,,100,5,100,12,1.2,0.08,0.1
10935,Mateo,Garcia,77,CDMX,2022-09-14 00:29:10.037509380,Basico,,100,5,100,12,1.2,0.08,0.1
10936,Carlos,Torres,66,Medellín,2022-09-14 07:03:27.951988000,Premium,,500,20,600,25,1.0,0.05,0.07
10937,Mariana,Garcia,46,Medellín,2022-09-14 13:37:45.866466616,Basico,,100,5,100,12,1.2,0.08,0.1
10938,Mariana,Lopez,30,CDMX,2022-09-14 20:12:03.780945236,Basico,,100,5,100,12,1.2,0.08,0.1
10939,Luis,Garcia,38,CDMX,2022-09-15 02:46:21.695423856,Basico,,100,5,100,12,1.2,0.08,0.1
10940,Carlos,Ramirez,75,Medellín,2022-09-15 09:20:39.609902476,Basico,,100,5,100,12,1.2,0.08,0.1
10941,Mariana,Torres,38,GDL,2022-09-15 15:54:57.524381096,Premium,,500,20,600,25,1.0,0.05,0.07
10942,Luis,Lopez,22,CDMX,2022-09-15 22:29:15.438859716,Basico,,100,5,100,12,1.2,0.08,0.1
10943,Mateo,Garcia,27,Cali,2022-09-16 05:03:33.353338336,Premium,,500,20,600,25,1.0,0.05,0.07
10944,Luis,Torres,23,MTY,2022-09-16 11:37:51.267816956,Basico,,100,5,100,12,1.2,0.08,0.1
10945,Mariana,Torres,73,Bogotá,2022-09-16 18:12:09.182295576,Basico,,100,5,100,12,1.2,0.08,0.1
10946,Sofia,Lopez,68,GDL,2022-09-17 00:46:27.096774196,Basico,,100,5,100,12,1.2,0.08,0.1
10947,Sofia,Garcia,74,Medellín,2022-09-17 07:20:45.011252816,Basico,"1,72247E+18",100,5,100,12,1.2,0.08,0.1
10948,Sofia,Torres,30,MTY,2026-05-10 00:00:00.000000000,Basico,,100,5,100,12,1.2,0.08,0.1
10949,Mariana,Torres,18,,2022-09-17 20:29:20.840210052,Basico,,100,5,100,12,1.2,0.08,0.1
10950,Sofia,Gomez,37,Medellín,2022-09-18 03:03:38.754688672,Premium,,500,20,600,25,1.0,0.05,0.07
10951,Carlos,Torres,74,CDMX,2022-09-18 09:37:56.669167292,Premium,,500,20,600,25,1.0,0.05,0.07
